address_to_geocode,latitude,longitude,source,to_check,location_type,formatted_address,types
8400 S VERMONT AV,33.9621838,-118.2911522,geocoding,NO,RANGE_INTERPOLATED,"8400 S Vermont Ave, Los Angeles, CA 90044, USA",['street_address']
800 N EL CENTRO AV,34.0842728,-118.324643,geocoding,NO,ROOFTOP,"800 N El Centro Ave, Los Angeles, CA 90038, USA",['street_address']
"FIGUEROA and 68TH ST, Los Angeles",33.9781611,-118.2826976,geocoding,NO,GEOMETRIC_CENTER,"S Figueroa St & W 68th St, Los Angeles, CA 90044, USA",['intersection']
19500 NORMANDIE AV,33.8540178,-118.2988182,geocoding,NO,ROOFTOP,"19500 S Normandie Ave, Torrance, CA 90502, USA",['premise']
"6TH ST and ALVARADO, Los Angeles",34.0595353,-118.274882,geocoding,NO,GEOMETRIC_CENTER,"W 6th St & S Alvarado St, Los Angeles, CA 90057, USA",['intersection']
"22ND and PACIFIC, Los Angeles",33.724254,-118.2879796,geocoding,NO,GEOMETRIC_CENTER,"W 22nd St & S Pacific Ave, Los Angeles, CA 90731, USA",intersection
"7TH ST and BURLINGTON, Los Angeles",34.0549428,-118.2734803,geocoding,NO,GEOMETRIC_CENTER,"S Burlington Ave & 7th St, Los Angeles, CA 90057, USA",['intersection']
"OCEAN FRONT WK and NAVY ST, Los Angeles",33.9958068,-118.4815211,geocoding,NO,GEOMETRIC_CENTER,"Navy St & Ocean Front Walk, Los Angeles, CA 90405, USA",['intersection']
"MCCADDEN and LELAND, Los Angeles",34.0966403,-118.3380437,geocoding,NO,GEOMETRIC_CENTER,"N McCadden Pl & Leland Way, Los Angeles, CA 90028, USA",intersection
1200 W 2ND ST,34.0607467,-118.2586609,geocoding,NO,ROOFTOP,"1200 W 2nd St, Los Angeles, CA 90026, USA",['street_address']
20500 SHERMAN WY,34.201005,-118.5800416,geocoding,NO,RANGE_INTERPOLATED,"20500 Sherman Way, Winnetka, CA 91306, USA",street_address
"BONNIE BRAE ST and 6TH ST, Los Angeles",34.0584604,-118.2724559,geocoding,NO,GEOMETRIC_CENTER,"S Bonnie Brae St & W 6th St, Los Angeles, CA 90057, USA",['intersection']
"SEPULVEDA and COHASSET, Los Angeles",34.2066369,-118.4662173,geocoding,NO,GEOMETRIC_CENTER,"Cohasset St & Sepulveda Blvd, Los Angeles, CA 91405, USA",['intersection']
7100 8TH AV,42.8986718,-85.798735,geocoding,NO,ROOFTOP,"7100 8th Ave, Georgetown Twp, MI 49428, USA",premise
"TEMPLE and VIRGIL, Los Angeles",34.076479,-118.2868273,geocoding,NO,GEOMETRIC_CENTER,"W Temple St & N Virgil Ave, Los Angeles, CA 90004, USA",intersection
11600 WILSHIRE BL,34.0503595,-118.4593041,geocoding,NO,ROOFTOP,"11600 Wilshire Blvd, Los Angeles, CA 90025, USA",['premise']
2000 W OLYMPIC BL,34.0512131,-118.2787328,geocoding,NO,RANGE_INTERPOLATED,"2000 W Olympic Blvd, Los Angeles, CA 90006, USA",['street_address']
"VERNON AV and WALL ST, Los Angeles",34.0038501,-118.2717471,geocoding,NO,GEOMETRIC_CENTER,"Wall St & E Vernon Ave, Los Angeles, CA 90011, USA",['intersection']
"GARTH and CORNING, Los Angeles",34.0370847,-118.3809773,geocoding,NO,GEOMETRIC_CENTER,"S Garth Ave & S Corning St, Los Angeles, CA 90034, USA",intersection
"ALABAMA AV and KESWICK ST, Los Angeles",34.210104,-118.5994306,geocoding,NO,GEOMETRIC_CENTER,"Alabama Ave & Keswick St, Los Angeles, CA 91304, USA",['intersection']
"73RD ST and FIGUEROA ST, Los Angeles",33.9736674,-118.2826931,geocoding,NO,GEOMETRIC_CENTER,"S Figueroa St & W 73rd St, Los Angeles, CA 90044, USA",['intersection']
"OCEAN FRONT WK and PALOMA, Los Angeles",33.9932374,-118.4792515,geocoding,NO,GEOMETRIC_CENTER,"Ocean Front Walk & Paloma Ave, Los Angeles, CA 90291, USA",intersection
"STOCKER AV and EXPOSITION BL, Los Angeles",34.0184981,-118.3139962,geocoding,YES,GEOMETRIC_CENTER,"Exposition Blvd, Los Angeles, CA, USA",route
1900 W ADAMS BL,34.0324265,-118.3063362,geocoding,NO,ROOFTOP,"1900 W Adams Blvd, Los Angeles, CA 90018, USA",['street_address']
"SEPULVEDA and EXPOSITION, Los Angeles",34.0352143,-118.4341808,geocoding,NO,GEOMETRIC_CENTER,"S Sepulveda Blvd & Exposition Blvd, Los Angeles, CA 90064, USA",['intersection']
"WILMINGTON and D, Los Angeles",33.7735478,-118.273717,geocoding,NO,GEOMETRIC_CENTER,"Wilmington Blvd & W D St, Los Angeles, CA 90744, USA",['intersection']
"OCEAN FRONT WK and 20TH ST, Los Angeles",33.984781,-118.471864,geocoding,NO,GEOMETRIC_CENTER,"20th Ave & Ocean Front Walk, Los Angeles, CA 90291, USA",['intersection']
"PICO BL and SAWTELLE BL, Los Angeles",34.0352143,-118.4386864,geocoding,NO,GEOMETRIC_CENTER,"Sawtelle Blvd & Pico Blvd, Los Angeles, CA 90064, USA",['intersection']
"SAWTELLE AV and EXPOSITION BL, Los Angeles",34.0335428,-118.4427542,geocoding,YES,GEOMETRIC_CENTER,"Exposition Blvd, Los Angeles, CA, USA",route
"PALOS VERDE AV and 8TH ST, Los Angeles",33.7369305,-118.2813906,geocoding,NO,GEOMETRIC_CENTER,"W 8th St & S Palos Verdes St, Los Angeles, CA 90731, USA",['intersection']
"8TH ST and ALVARADO, Los Angeles",34.0548836,-118.2778449,geocoding,NO,GEOMETRIC_CENTER,"W 8th St & S Alvarado St, Los Angeles, CA 90057, USA",['intersection']
1400 W 3RD ST,34.0583002,-118.2616327,geocoding,NO,RANGE_INTERPOLATED,"1400 W 3rd St, Los Angeles, CA 90017, USA",['street_address']
"PURDUE AV and PICO BL, Los Angeles",34.0342159,-118.4407344,geocoding,NO,GEOMETRIC_CENTER,"W Pico Blvd & Purdue Ave, Los Angeles, CA 90064, USA",['intersection']
"VENICE BL and OCEAN FRONT WK, Los Angeles",33.9837318,-118.4709324,geocoding,NO,GEOMETRIC_CENTER,"S Venice Blvd & Ocean Front Walk, Los Angeles, CA 90291, USA",['intersection']
"WAVE CREST and OCEAN FRONT WK, Los Angeles",33.9895206,-118.4759728,geocoding,NO,GEOMETRIC_CENTER,"Ocean Front Walk & Wavecrest Ave, Los Angeles, CA 90291, USA",['intersection']
4600 S BROADWAY,38.5720493,-90.2338107,geocoding,NO,ROOFTOP,"4600 S Broadway, St. Louis, MO 63111, USA",premise
100 WORLD WY,33.9463626,-118.4010845,geocoding,NO,ROOFTOP,"Terminal 1, 100 World Way, Los Angeles, CA 90045, USA",['premise']
"EXPOSITION BL and STONER, Los Angeles",34.0328158,-118.4482879,geocoding,NO,GEOMETRIC_CENTER,"Stoner Ave & Exposition Blvd, Los Angeles, CA 90064, USA",['intersection']
"7TH and CERES, Los Angeles",34.0381889,-118.243197,geocoding,NO,GEOMETRIC_CENTER,"Ceres Ave & 7th St, Los Angeles, CA 90021, USA",['intersection']
800 OCEAN FRONT WK,33.9912645,-118.4775082,geocoding,NO,RANGE_INTERPOLATED,"800 Ocean Front Walk, Venice, CA 90291, USA",['street_address']
"7TH ST and HOOVER ST, Los Angeles",34.0597758,-118.2842114,geocoding,NO,GEOMETRIC_CENTER,"W 7th St & Hoover St, Los Angeles, CA 90005, USA",['intersection']
1500 N STANLEY AV,34.0980502,-118.3561315,geocoding,NO,RANGE_INTERPOLATED,"1500 N Stanley Ave, Los Angeles, CA 90046, USA",['street_address']
"SEPULVEDA BL and COHASSET ST, Los Angeles",34.206632,-118.46595,geocoding,NO,GEOMETRIC_CENTER,"N Sepulveda Blvd & Cohasset St, Los Angeles, CA 91405, USA",['intersection']
18400 BURBANK BL,34.1714837,-118.5334724,geocoding,NO,RANGE_INTERPOLATED,"18400 Burbank Blvd, Tarzana, CA 91356, USA",['street_address']
22800 VENTURA BL,34.1660383,-118.6233172,geocoding,NO,RANGE_INTERPOLATED,"22800 Ventura Blvd, Woodland Hills, CA 91364, USA",['street_address']
"OLYMPIC BL and COTNER, Los Angeles",34.0393136,-118.4393764,geocoding,NO,GEOMETRIC_CENTER,"Cotner Ave & Olympic Blvd, Los Angeles, CA 90025, USA",['intersection']
"OCEAN FRONT WK and DUDLEY, Los Angeles",33.9939831,-118.4799229,geocoding,NO,GEOMETRIC_CENTER,"Dudley Ave & Ocean Front Walk, Los Angeles, CA 90291, USA",['intersection']
"ASCOT and 43RD ST, Los Angeles",34.0059222,-118.2497667,geocoding,NO,GEOMETRIC_CENTER,"Ascot Ave & E 43rd St, Los Angeles, CA 90011, USA",intersection
"104TH PL and FIGUEROA ST, Los Angeles",33.941558,-118.2826205,geocoding,NO,GEOMETRIC_CENTER,"S Figueroa St & W 104th Pl, Los Angeles, CA 90044, USA",['intersection']
"BALBOA and PARTHENIA, Los Angeles",34.2285103,-118.5026153,geocoding,NO,GEOMETRIC_CENTER,"Balboa Blvd & Parthenia St, Los Angeles, CA 91325, USA",['intersection']
"FOOTHILL and MACLAY, Los Angeles",34.298511,-118.4205146,geocoding,NO,GEOMETRIC_CENTER,"Foothill Blvd & Maclay St, Los Angeles, CA 91342, USA",['intersection']
"AVALON and 43RD ST, Los Angeles",34.0056999,-118.26526,geocoding,NO,GEOMETRIC_CENTER,"S Avalon Blvd & E 43rd St, Los Angeles, CA 90011, USA",intersection
19400 SATICOY ST,34.2081121,-118.5557618,geocoding,NO,RANGE_INTERPOLATED,"19400 Saticoy St, Reseda, CA 91335, USA",['street_address']
"VAN NUYS and WOODMAN, Los Angeles",34.2470844,-118.4481854,geocoding,NO,GEOMETRIC_CENTER,"Van Nuys Blvd & Woodman Ave, Los Angeles, CA 91331, USA",['intersection']
23100 CASS AV,34.1525554,-118.6212372,geocoding,NO,ROOFTOP,"23100 Cass Ave, Woodland Hills, CA 91364, USA",premise
1500 S ALAMEDA ST,34.0235154,-118.2388935,geocoding,NO,RANGE_INTERPOLATED,"1500 S Alameda St, Los Angeles, CA 90021, USA",['street_address']
"25TH ST and SAN PEDRO ST, Los Angeles",34.0226107,-118.2606697,geocoding,NO,GEOMETRIC_CENTER,"E 25th St & San Pedro St, Los Angeles, CA 90011, USA",intersection
"VARIEL AV and SHERMAN WY, Los Angeles",34.2009923,-118.5928554,geocoding,NO,GEOMETRIC_CENTER,"Sherman Way & Variel Ave, Los Angeles, CA 91303, USA",['intersection']
"MASSACHUSETTS and BELOIT, Los Angeles",34.0476798,-118.4480487,geocoding,NO,GEOMETRIC_CENTER,"Beloit Ave & Massachusetts Ave, Los Angeles, CA 90025, USA",['intersection']
5500 HOLLYWOOD BL,34.1014637,-118.3094987,geocoding,NO,ROOFTOP,"5500 Hollywood Blvd, Los Angeles, CA 90028, USA",['premise']
19100 VENTURA BL,34.1721517,-118.5491203,geocoding,NO,ROOFTOP,"19100 Ventura Blvd, Tarzana, CA 91356, USA",['premise']
"OCEAN FRONT WK and 17TH ST, Los Angeles",33.9863329,-118.4732183,geocoding,NO,GEOMETRIC_CENTER,"17th Ave & Ocean Front Walk, Los Angeles, CA 90291, USA",['intersection']
"NEBRASKA and ARMACOST, Los Angeles",34.0377028,-118.4566196,geocoding,NO,GEOMETRIC_CENTER,"Nebraska Ave & Armacost Ave, Los Angeles, CA 90025, USA",intersection
"OCEAN FRONT WK and BROOKS, Los Angeles",33.9905927,-118.4769155,geocoding,NO,GEOMETRIC_CENTER,"Brooks Ave & Ocean Front Walk, Los Angeles, CA 90291, USA",['intersection']
"COTNER and OLYMPIC BL, Los Angeles",34.0393136,-118.4393764,geocoding,NO,GEOMETRIC_CENTER,"Cotner Ave & Olympic Blvd, Los Angeles, CA 90025, USA",['intersection']
"95TH ST and FIGUEROA, Los Angeles",33.9500712,-118.2827109,geocoding,NO,GEOMETRIC_CENTER,"S Figueroa St & W 95th St, Los Angeles, CA 90044, USA",['intersection']
2100 W WASHINGTON BL,41.8832886,-87.6792993,geocoding,NO,ROOFTOP,"2100 W Washington Blvd, Chicago, IL 60612, USA",['premise']
"NAVY and OCEAN FRONT WK, Los Angeles",33.9958068,-118.4815211,geocoding,NO,GEOMETRIC_CENTER,"Navy St & Ocean Front Walk, Los Angeles, CA 90405, USA",['intersection']
"BROADWAY and ORD, Los Angeles",34.0600897,-118.2390069,geocoding,NO,ROOFTOP,"304 Ord St, Los Angeles, CA 90012, USA","['establishment', 'food', 'point_of_interest', 'restaurant']"
3300 S LA CIENEGA BL,34.0278542,-118.3715557,geocoding,NO,ROOFTOP,"3300 S La Cienega Blvd, Los Angeles, CA 90016, USA",['premise']
"SALE AV and VANOWEN ST, Los Angeles",34.1937399,-118.6185493,geocoding,NO,GEOMETRIC_CENTER,"Vanowen St & Sale Ave, Los Angeles, CA 91307, USA",['intersection']
"HOLLYWOOD BL and HUDSON AV, Los Angeles",34.1015968,-118.3320641,geocoding,NO,GEOMETRIC_CENTER,"Hollywood Blvd & N Hudson Ave, Los Angeles, CA 90028, USA",['intersection']
"PARTHENIA and SEPULVEDA, Los Angeles",34.2282821,-118.4676786,geocoding,NO,GEOMETRIC_CENTER,"Parthenia St & Sepulveda Blvd, Los Angeles, CA 91343, USA",['intersection']
11900 PENDLETON ST,0,0,geocoding,YES,0,0,0
"VARIEL AV and SATICOY ST, Los Angeles",34.2083123,-118.5928756,geocoding,NO,GEOMETRIC_CENTER,"Variel Ave & Saticoy St, Los Angeles, CA 91304, USA",['intersection']
9300 S WESTERN AV,33.9518315,-118.3086849,geocoding,NO,ROOFTOP,"9300 S Western Ave, Los Angeles, CA 90047, USA",['premise']
"8TH and SAN PEDRO, Los Angeles",34.0385125,-118.2490831,geocoding,NO,GEOMETRIC_CENTER,"San Pedro St & E 8th St, Los Angeles, CA 90014, USA",['intersection']
13800 SATICOY ST,34.2096443,-118.4335099,geocoding,NO,ROOFTOP,"13800 Saticoy St, Van Nuys, CA 91402, USA",['premise']
"VARIEL AV and VICTORY BL, Los Angeles",34.1883634,-118.5928213,geocoding,NO,GEOMETRIC_CENTER,"Victory Blvd & Variel Ave, Los Angeles, CA 91303, USA",['intersection']
"VANOWEN ST and VAN NUYS BL, Los Angeles",34.1939389,-118.4487363,geocoding,NO,GEOMETRIC_CENTER,"Van Nuys Blvd & Vanowen St, Los Angeles, CA 91405, USA",['intersection']
6700 DARBY AV,34.1921047,-118.5335057,geocoding,NO,RANGE_INTERPOLATED,"6700 Darby Ave, Reseda, CA 91335, USA",['street_address']
3400 W 8TH ST,34.0574481,-118.3033016,geocoding,NO,ROOFTOP,"3400 W 8th St, Los Angeles, CA 90005, USA",['premise']
"FIGUEROA and 104TH ST, Los Angeles",33.9419058,-118.2826263,geocoding,NO,GEOMETRIC_CENTER,"S Figueroa St & W 104th St, Los Angeles, CA 90044, USA",['intersection']
700 WORLD WAY,33.9430863,-118.3995274,geocoding,NO,ROOFTOP,"700 World Way, Los Angeles, CA 90045, USA",['street_address']
"204TH and HARVARD, Los Angeles",33.845697,-118.3066449,geocoding,NO,GEOMETRIC_CENTER,"Harvard Blvd & W 204th St, Los Angeles, CA 90501, USA",['intersection']
2600 S HILL ST,34.0255868,-118.2707411,geocoding,NO,ROOFTOP,"2600 S Hill St, Los Angeles, CA 90007, USA",['street_address']
2100 W FLORENCE AV,33.9742502,-118.3158298,geocoding,NO,ROOFTOP,"2100 W Florence Ave, Los Angeles, CA 90047, USA",['premise']
"SANTA MONICA and SAWTELLE, Los Angeles",34.0464919,-118.4484367,geocoding,NO,GEOMETRIC_CENTER,"Sawtelle Blvd & Santa Monica Blvd, Los Angeles, CA 90025, USA",['intersection']
"BRANFORD and GLENOAKS, Los Angeles",34.2553436,-118.3934629,geocoding,NO,GEOMETRIC_CENTER,"Branford St & Glenoaks Blvd, Los Angeles, CA 91352, USA",intersection
1800 S PACIFIC AV,33.72772,-118.287694,geocoding,NO,ROOFTOP,"1800 S Pacific Ave, San Pedro, CA 90731, USA",['street_address']
"89TH ST and FIGUEROA ST, Los Angeles",33.9560189,-118.2827129,geocoding,NO,GEOMETRIC_CENTER,"S Figueroa St & W 89th St, Los Angeles, CA 90044, USA",['intersection']
1200 E OLYMPIC BL,34.0330959,-118.2462915,geocoding,NO,ROOFTOP,"1200 E Olympic Blvd, Los Angeles, CA 90021, USA",['premise']
"HARBOR BL and GULCH RD, Los Angeles",33.7306201,-118.2802447,geocoding,YES,GEOMETRIC_CENTER,"Gulch Rd, Los Angeles, CA 90731, USA",route
"ROCHESTER and WELLESLEY, Los Angeles",34.0403586,-118.4663746,geocoding,NO,GEOMETRIC_CENTER,"Rochester Ave & Wellesley Ave, Los Angeles, CA 90025, USA",intersection
6000 W SUNSET BL,34.0977114,-118.3204173,geocoding,NO,RANGE_INTERPOLATED,"6000 W Sunset Blvd, Los Angeles, CA 90028, USA",['street_address']
"CHARITON and BEVERLYWOOD, Los Angeles",34.0359975,-118.3791649,geocoding,NO,GEOMETRIC_CENTER,"Chariton St & Beverlywood St, Los Angeles, CA 90034, USA",intersection
18900 VENTURA BL,34.1720086,-118.5450825,geocoding,NO,ROOFTOP,"18900 Ventura Blvd, Tarzana, CA 91356, USA",['street_address']
"WASHINGTON and BURLINGTON, Los Angeles",34.0394733,-118.2833122,geocoding,NO,GEOMETRIC_CENTER,"W Washington Blvd & S Burlington Ave, Los Angeles, CA 90007, USA",intersection
"SEPULVEDA BL and HAYNES, Los Angeles",34.1884734,-118.4662015,geocoding,NO,GEOMETRIC_CENTER,"Haynes St & Sepulveda Blvd, Los Angeles, CA 91411, USA",['intersection']
"MILITARY and BROOKHAVEN, Los Angeles",34.0327975,-118.4287851,geocoding,NO,GEOMETRIC_CENTER,"Military Ave & Brookhaven Ave, Los Angeles, CA 90064, USA",intersection
"SEPULVEDA and PARTHENIA, Los Angeles",34.2282821,-118.4676786,geocoding,NO,GEOMETRIC_CENTER,"Parthenia St & Sepulveda Blvd, Los Angeles, CA 91343, USA",['intersection']
"6TH ST and WESTLAKE, Los Angeles",34.0589914,-118.2736649,geocoding,NO,GEOMETRIC_CENTER,"S Westlake Ave & 6th St, Los Angeles, CA 90057, USA",['intersection']
"OCEAN FRONT WK and 19TH AV, Los Angeles",33.9853051,-118.4723209,geocoding,NO,GEOMETRIC_CENTER,"19th Ave & Ocean Front Walk, Los Angeles, CA 90291, USA",['intersection']
"COTNER and NEBRASKA, Los Angeles",34.0450689,-118.4442987,geocoding,NO,GEOMETRIC_CENTER,"Cotner Ave & Nebraska Ave, Los Angeles, CA 90025, USA",['intersection']
"VENTURA CANYON and ROSCOE, Los Angeles",34.221675,-118.4288235,geocoding,NO,GEOMETRIC_CENTER,"Roscoe Blvd & Ventura Canyon Ave, Los Angeles, CA 91402, USA",['intersection']
"OCEAN FRONT WK and MARKET, Los Angeles",33.9874467,-118.4741331,geocoding,NO,GEOMETRIC_CENTER,"Ocean Front Walk & Market St, Los Angeles, CA 90291, USA",intersection
"HOLLYWOOD and WHITLEY, Los Angeles",34.1015921,-118.3333515,geocoding,NO,GEOMETRIC_CENTER,"Hollywood Blvd & Whitley Ave, Los Angeles, CA 90028, USA",['intersection']
2900 W OLYMPIC BL,34.0524609,-118.2977317,geocoding,NO,ROOFTOP,"2900 W Olympic Blvd, Los Angeles, CA 90006, USA",['street_address']
"OCEAN FRONT WK and HORIZON, Los Angeles",33.9879532,-118.4745951,geocoding,NO,GEOMETRIC_CENTER,"Horizon Ave & Ocean Front Walk, Los Angeles, CA 90291, USA",['intersection']
"17TH AV and OCEAN FRONT WK, Los Angeles",33.9863329,-118.4732183,geocoding,NO,GEOMETRIC_CENTER,"17th Ave & Ocean Front Walk, Los Angeles, CA 90291, USA",intersection
"14TH and HILL, Los Angeles",34.0360936,-118.2634483,geocoding,NO,GEOMETRIC_CENTER,"W 14th St & S Hill St, Los Angeles, CA 90015, USA",intersection
"SEPULVEDA BL and WYANDOTTE ST, Los Angeles",34.2030088,-118.466213,geocoding,NO,GEOMETRIC_CENTER,"Wyandotte St & Sepulveda Blvd, Los Angeles, CA 91405, USA",['intersection']
"FIGUEROA and COLDEN, Los Angeles",33.9491738,-118.2827043,geocoding,NO,GEOMETRIC_CENTER,"S Figueroa St & W Colden Ave, Los Angeles, CA 90044, USA",['intersection']
"SELMA and SCHRADER, Los Angeles",34.0997704,-118.3324826,geocoding,NO,GEOMETRIC_CENTER,"Selma Ave & Schrader Blvd, Los Angeles, CA 90028, USA",intersection
"HORIZON and OCEAN FRONT WK, Los Angeles",33.9879532,-118.4745951,geocoding,NO,GEOMETRIC_CENTER,"Horizon Ave & Ocean Front Walk, Los Angeles, CA 90291, USA",intersection
11300 VANOWEN ST,34.1935175,-118.3770454,geocoding,NO,ROOFTOP,"11300 Vanowen St, North Hollywood, CA 91605, USA",['subpremise']
"ILEX and FOX, Los Angeles",34.2783604,-118.4368518,geocoding,NO,GEOMETRIC_CENTER,"Ilex Ave & Fox St, San Fernando, CA 91340, USA",intersection
"BAGLEY and HARLOW, Los Angeles",34.0295207,-118.3966737,geocoding,NO,GEOMETRIC_CENTER,"Bagley Ave & Harlow Ave, Los Angeles, CA 90034, USA",intersection
"PARK VIEW and 16TH, Los Angeles",34.2788769,-118.8854404,geocoding,NO,GEOMETRIC_CENTER,"Park Ln & E Los Angeles Ave, Moorpark, CA 93021, USA",intersection
"97TH ST and FIGUEROA ST, Los Angeles",33.9482619,-118.2826928,geocoding,NO,GEOMETRIC_CENTER,"S Figueroa St & W 97th St, Los Angeles, CA 90044, USA",['intersection']
1800 S FLOWER ST,34.0350103,-118.2697216,geocoding,NO,ROOFTOP,"1800 Flower St, Los Angeles, CA 90015, USA",['premise']
"CAHUENGA and HOMEWOOD, Los Angeles",34.095252,-118.328874,geocoding,NO,GEOMETRIC_CENTER,"Cahuenga Blvd & Homewood Ave, Los Angeles, CA 90028, USA",['intersection']
"103RD ST and FIGUEROA ST, Los Angeles",33.9430736,-118.2826284,geocoding,NO,GEOMETRIC_CENTER,"S Figueroa St & W 103rd St, Los Angeles, CA 90044, USA",['intersection']
12800 VANOWEN ST,34.1939497,-118.4119393,geocoding,NO,RANGE_INTERPOLATED,"12800 Vanowen St, North Hollywood, CA 91605, USA",['street_address']
"19TH and OCEAN FRONT WK, Los Angeles",33.9853051,-118.4723209,geocoding,NO,GEOMETRIC_CENTER,"19th Ave & Ocean Front Walk, Los Angeles, CA 90291, USA",intersection
4800 E HUNTINGTON DR,34.1347335,-117.9397628,geocoding,NO,RANGE_INTERPOLATED,"4800 E Huntington Dr, Irwindale, CA 91010, USA",['street_address']
"CESAR E CHAVEZ and NEW HIGH, Los Angeles",34.058225,-118.2395671,geocoding,NO,GEOMETRIC_CENTER,"W Cesar Estrada Chavez Ave & New High St, Los Angeles, CA 90012, USA",['intersection']
"70TH and DENVER, Los Angeles",33.9760776,-118.2837973,geocoding,NO,GEOMETRIC_CENTER,"Denver Ave & W 70th St, Los Angeles, CA 90044, USA",['intersection']
"OCEAN FRONT WK and WAVECREST, Los Angeles",33.9895206,-118.4759728,geocoding,NO,GEOMETRIC_CENTER,"Ocean Front Walk & Wavecrest Ave, Los Angeles, CA 90291, USA",['intersection']
"WILSHIRE BL and WESTLAKE AV, Los Angeles",34.0573874,-118.274705,geocoding,NO,GEOMETRIC_CENTER,"Wilshire Blvd & S Westlake Ave, Los Angeles, CA 90057, USA",['intersection']
"ASTORIA and FOOTHILL FY, Los Angeles",34.3128509,-118.4373102,geocoding,NO,GEOMETRIC_CENTER,"Astoria St & Foothill Blvd, Los Angeles, CA 91342, USA",intersection
"SCHOENBORN ST and TOPANGA CANYON BL, Los Angeles",34.2209275,-118.60601,geocoding,NO,GEOMETRIC_CENTER,"CA-27 & Schoenborn St, Los Angeles, CA 91304, USA",['intersection']
5100 N FIGUEROA ST,34.1052916,-118.2001191,geocoding,NO,ROOFTOP,"5100 N Figueroa St, Highland Park, CA 90042, USA",['premise']
"VETERAN and WILKINS, Los Angeles",34.0537887,-118.4443386,geocoding,NO,GEOMETRIC_CENTER,"Veteran Ave & Wilkins Ave, Los Angeles, CA 90024, USA",intersection
6800 WOODMAN AV,34.1939544,-118.4312695,geocoding,NO,RANGE_INTERPOLATED,"6800 Woodman Ave, Van Nuys, CA 91405, USA",['street_address']
"SERRANO and SUNSET, Los Angeles",34.0980933,-118.3070888,geocoding,NO,GEOMETRIC_CENTER,"N Serrano Ave & Sunset Blvd, Los Angeles, CA 90027, USA",intersection
"PACIFIC COAST and ENTRADA, Los Angeles",34.0278364,-118.5188566,geocoding,NO,GEOMETRIC_CENTER,"Entrada Dr & E Pacific Coast Hwy, Los Angeles, CA 90402, USA",['intersection']
9100 JORDAN AV,0,0,geocoding,YES,0,0,0
2300 E 1ST ST,33.7456653,-117.8341386,geocoding,NO,RANGE_INTERPOLATED,"2300 E 1st St, Tustin, CA 92780, USA",['street_address']
