arrest_type_code,charge,charge_description,charge_group_code,count,HRW_charge,perc_change_group
M,11357(B)(A),NA,NA,1,Marijuana in public/possession,Drug/paraphenelia use/possession charge
I,11357(B)1HS,UNDER 18 POSS OVER 1OZ CANNABIS/8G CONCENT,NA,1,Marijuana in public/possession,Drug/paraphenelia use/possession charge
M,11357(B)1HS,NA,NA,1,Marijuana in public/possession,Drug/paraphenelia use/possession charge
M,11357(B)2,NA,NA,1,Marijuana in public/possession,Drug/paraphenelia use/possession charge
F,11357(B)HS,NA,Narcotic Drug Laws,1,Marijuana in public/possession,Drug/paraphenelia use/possession charge
M,11357(B)S,NA,NA,1,Marijuana in public/possession,Drug/paraphenelia use/possession charge
M,11357(C)(2),NA,NA,1,Marijuana in public/possession,Drug/paraphenelia use/possession charge
M,11357(HS),NA,NA,1,Marijuana in public/possession,Drug/paraphenelia use/possession charge
M,11357(I)HS,NA,NA,1,Marijuana in public/possession,Drug/paraphenelia use/possession charge
M,113575BHS,NA,NA,1,Marijuana in public/possession,Drug/paraphenelia use/possession charge
O,113575BHS,NA,NA,1,Marijuana in public/possession,Drug/paraphenelia use/possession charge
M,113575HS,NA,NA,1,Marijuana in public/possession,Drug/paraphenelia use/possession charge
M,113576HS,NA,NA,1,Marijuana in public/possession,Drug/paraphenelia use/possession charge
M,113579B)(2),NA,NA,1,Marijuana in public/possession,Drug/paraphenelia use/possession charge
I,11357A HS,NA,NA,1,Marijuana in public/possession,Drug/paraphenelia use/possession charge
M,11357A1HS,NA,NA,1,Marijuana in public/possession,Drug/paraphenelia use/possession charge
M,11357A2 HS,NA,NA,1,Marijuana in public/possession,Drug/paraphenelia use/possession charge
M,11357A2S,NA,NA,1,Marijuana in public/possession,Drug/paraphenelia use/possession charge
M,11357AH&S,NA,NA,1,Marijuana in public/possession,Drug/paraphenelia use/possession charge
I,11357AHS,NA,NA,1,Marijuana in public/possession,Drug/paraphenelia use/possession charge
M,11357B H&S,NA,NA,1,Marijuana in public/possession,Drug/paraphenelia use/possession charge
I,11357B2,NA,NA,1,Marijuana in public/possession,Drug/paraphenelia use/possession charge
M,11357B2/HS,NA,NA,1,Marijuana in public/possession,Drug/paraphenelia use/possession charge
M,11357B2H&S,NA,NA,1,Marijuana in public/possession,Drug/paraphenelia use/possession charge
M,11357BLAMC,NA,NA,1,Marijuana in public/possession,Drug/paraphenelia use/possession charge
M,11357BPC,NA,NA,1,Marijuana in public/possession,Drug/paraphenelia use/possession charge
M,11357BSH&S,NA,NA,1,Marijuana in public/possession,Drug/paraphenelia use/possession charge
M,11357CHS,NA,NA,1,Marijuana in public/possession,Drug/paraphenelia use/possession charge
I,11357H&S,NA,NA,1,Marijuana in public/possession,Drug/paraphenelia use/possession charge
M,11357H&S,NA,NA,1,Marijuana in public/possession,Drug/paraphenelia use/possession charge
M,11357HS(B),NA,NA,1,Marijuana in public/possession,Drug/paraphenelia use/possession charge
M,11358(C),NA,NA,1,Marijuana in public/possession,Drug/paraphenelia use/possession charge
M,11358(C) H&,NA,NA,1,Marijuana in public/possession,Drug/paraphenelia use/possession charge
M,11358(D)HS,NA,NA,1,Marijuana in public/possession,Drug/paraphenelia use/possession charge
M,113589C0HS,NA,NA,1,Marijuana in public/possession,Drug/paraphenelia use/possession charge
M,11358C,NA,NA,1,Marijuana in public/possession,Drug/paraphenelia use/possession charge
M,11358C BHS,NA,NA,1,Marijuana in public/possession,Drug/paraphenelia use/possession charge
M,11358CDHS,NA,NA,1,Marijuana in public/possession,Drug/paraphenelia use/possession charge
M,11358CH&S,NA,NA,1,Marijuana in public/possession,Drug/paraphenelia use/possession charge
M,11358H&S,NA,NA,1,Marijuana in public/possession,Drug/paraphenelia use/possession charge
M,11359 (B) H,NA,NA,1,Marijuana in public/possession,Drug/paraphenelia use/possession charge
I,11359(A)H&S,NA,NA,1,Marijuana in public/possession,Drug/paraphenelia use/possession charge
M,11359(A)HS,NA,NA,1,Marijuana in public/possession,Drug/paraphenelia use/possession charge
I,11359(A)HS,POSSESS MARIJUANA FOR SALE UNDER AGE 18,Narcotic Drug Laws,1,Marijuana in public/possession,Drug/paraphenelia use/possession charge
M,11359(B(HS,NA,NA,1,Marijuana in public/possession,Drug/paraphenelia use/possession charge
M,11359(B) H&,NA,NA,1,Marijuana in public/possession,Drug/paraphenelia use/possession charge
I,11359(B)H&S,NA,NA,1,Marijuana in public/possession,Drug/paraphenelia use/possession charge
F,11359(C)2HS,POSS MARIJUANA FOR SALE W/TWO/MORE PRIORS,Narcotic Drug Laws,1,Marijuana in public/possession,Drug/paraphenelia use/possession charge
F,11359(C)3HS,POSS FOR SALE OF MARIJUANA TO A MINOR,Narcotic Drug Laws,1,Marijuana in public/possession,Drug/paraphenelia use/possession charge
F,11359H&S,NA,NA,1,Marijuana in public/possession,Drug/paraphenelia use/possession charge
M,1136 HS,NA,NA,1,Marijuana in public/possession,Drug/paraphenelia use/possession charge
I,1136.23(A)(,NA,NA,1,Marijuana in public/possession,Drug/paraphenelia use/possession charge
M,1136.4(A)HS,NA,NA,1,Marijuana in public/possession,Drug/paraphenelia use/possession charge
M,1136(A)H&S,NA,NA,1,Marijuana in public/possession,Drug/paraphenelia use/possession charge
M,1136(A)HNS,NA,NA,1,Marijuana in public/possession,Drug/paraphenelia use/possession charge
M,1136(A)HS,NA,NA,1,Marijuana in public/possession,Drug/paraphenelia use/possession charge
M,11360.3A1HS,NA,NA,1,Marijuana in public/possession,Drug/paraphenelia use/possession charge
M,11360(A)3CH,NA,NA,1,Marijuana in public/possession,Drug/paraphenelia use/possession charge
F,11360A3BHS,SALE/TRANSPORT MARIJUANA W/PRIORS,Narcotic Drug Laws,1,Marijuana in public/possession,Drug/paraphenelia use/possession charge
M,11360A3CH&S,NA,NA,1,Marijuana in public/possession,Drug/paraphenelia use/possession charge
F,11360A3CHS,SALE/TRANSPORT MARIJUANA TO A MINOR,NA,1,Marijuana in public/possession,Drug/paraphenelia use/possession charge
M,11360AHS,NA,NA,1,Marijuana in public/possession,Drug/paraphenelia use/possession charge
F,11361(A)HS,USE MINOR UNDER 14 TRANS/SELL MARIJUANA,NA,1,Marijuana in public/possession,Drug/paraphenelia use/possession charge
M,11361HS,NA,NA,1,Marijuana in public/possession,Drug/paraphenelia use/possession charge
I,11362.(A)(1,NA,NA,1,Marijuana in public/possession,Drug/paraphenelia use/possession charge
I,11362.0A1HS,NA,NA,1,Marijuana in public/possession,Drug/paraphenelia use/possession charge
I,11362.1(A)(,NA,NA,1,Marijuana in public/possession,Drug/paraphenelia use/possession charge
I,11362.1(A)4,NA,NA,1,Marijuana in public/possession,Drug/paraphenelia use/possession charge
I,11362.1A1HS,NA,NA,1,Marijuana in public/possession,Drug/paraphenelia use/possession charge
I,11362.2(A)3,NA,NA,1,Marijuana in public/possession,Drug/paraphenelia use/possession charge
I,11362.2(A)H,NA,NA,1,Marijuana in public/possession,Drug/paraphenelia use/possession charge
M,11362.2(A)H,NA,NA,1,Marijuana in public/possession,Drug/paraphenelia use/possession charge
I,11362.2(C)1,NA,NA,1,Marijuana in public/possession,Drug/paraphenelia use/possession charge
I,11362.2AHS,NA,NA,1,Marijuana in public/possession,Drug/paraphenelia use/possession charge
I,11362.2AIHS,NA,NA,1,Marijuana in public/possession,Drug/paraphenelia use/possession charge
M,11362.3 A 1,NA,NA,1,Marijuana in public/possession,Drug/paraphenelia use/possession charge
I,11362.3.2AH,NA,NA,1,Marijuana in public/possession,Drug/paraphenelia use/possession charge
I,11362.3.A.1,NA,NA,1,Marijuana in public/possession,Drug/paraphenelia use/possession charge
M,11362.3(1)H,NA,NA,1,Marijuana in public/possession,Drug/paraphenelia use/possession charge
O,11362.3(1)H,NA,NA,1,Marijuana in public/possession,Drug/paraphenelia use/possession charge
I,11362.3(1)M,NA,NA,1,Marijuana in public/possession,Drug/paraphenelia use/possession charge
I,11362.3(10),NA,NA,1,Marijuana in public/possession,Drug/paraphenelia use/possession charge
I,11362.3(8)H,NA,NA,1,Marijuana in public/possession,Drug/paraphenelia use/possession charge
I,11362.3(9)(,NA,NA,1,Marijuana in public/possession,Drug/paraphenelia use/possession charge
I,11362.3(A)3,NA,NA,1,Marijuana in public/possession,Drug/paraphenelia use/possession charge
M,11362.3(A)3,NA,NA,1,Marijuana in public/possession,Drug/paraphenelia use/possession charge
I,11362.3(A)J,NA,NA,1,Marijuana in public/possession,Drug/paraphenelia use/possession charge
I,11362.3(A)L,NA,NA,1,Marijuana in public/possession,Drug/paraphenelia use/possession charge
I,11362.3(A)P,NA,NA,1,Marijuana in public/possession,Drug/paraphenelia use/possession charge
M,11362.3(AH&,NA,NA,1,Marijuana in public/possession,Drug/paraphenelia use/possession charge
I,11362.3(C)(,NA,NA,1,Marijuana in public/possession,Drug/paraphenelia use/possession charge
M,11362.3(H)1,NA,NA,1,Marijuana in public/possession,Drug/paraphenelia use/possession charge
M,11362.3(H)H,NA,NA,1,Marijuana in public/possession,Drug/paraphenelia use/possession charge
M,11362.3A(A),NA,NA,1,Marijuana in public/possession,Drug/paraphenelia use/possession charge
I,11362.3A1BP,NA,NA,1,Marijuana in public/possession,Drug/paraphenelia use/possession charge
I,11362.3A1HI,NA,NA,1,Marijuana in public/possession,Drug/paraphenelia use/possession charge
M,11362.3A21H,NA,NA,1,Marijuana in public/possession,Drug/paraphenelia use/possession charge
M,11362.3A3HS,NA,NA,1,Marijuana in public/possession,Drug/paraphenelia use/possession charge
I,11362.3A4HS,POSS OPEN CONT/PACKG MARIJ DRIVR/PASSNGER,NA,1,Marijuana in public/possession,Drug/paraphenelia use/possession charge
F,11362.3A6HS,MANUFACTURE CONCENTRATE CANNABIS W/SOLVNT,Narcotic Drug Laws,1,Marijuana in public/possession,Drug/paraphenelia use/possession charge
I,11362.3ABHS,NA,NA,1,Marijuana in public/possession,Drug/paraphenelia use/possession charge
I,11362.3B1HS,NA,NA,1,Marijuana in public/possession,Drug/paraphenelia use/possession charge
M,11362.3H&SO,NA,NA,1,Marijuana in public/possession,Drug/paraphenelia use/possession charge
M,11362.3HA,NA,NA,1,Marijuana in public/possession,Drug/paraphenelia use/possession charge
M,11362.3HD,NA,NA,1,Marijuana in public/possession,Drug/paraphenelia use/possession charge
M,11362.3HLA,NA,NA,1,Marijuana in public/possession,Drug/paraphenelia use/possession charge
M,11362.3LAMC,NA,NA,1,Marijuana in public/possession,Drug/paraphenelia use/possession charge
I,11362.4(A)(,NA,NA,1,Marijuana in public/possession,Drug/paraphenelia use/possession charge
M,11362.4(B)H,NA,NA,1,Marijuana in public/possession,Drug/paraphenelia use/possession charge
M,11362.4AH&S,NA,NA,1,Marijuana in public/possession,Drug/paraphenelia use/possession charge
M,11362.4BH&S,NA,NA,1,Marijuana in public/possession,Drug/paraphenelia use/possession charge
I,11362.6(A)(,NA,NA,1,Marijuana in public/possession,Drug/paraphenelia use/possession charge
I,11362.6(A)H,NA,NA,1,Marijuana in public/possession,Drug/paraphenelia use/possession charge
I,11362.A1HS,NA,NA,1,Marijuana in public/possession,Drug/paraphenelia use/possession charge
M,11362.AHS,NA,NA,1,Marijuana in public/possession,Drug/paraphenelia use/possession charge
I,11362.HS,NA,NA,1,Marijuana in public/possession,Drug/paraphenelia use/possession charge
I,11362(A)1H&,NA,NA,1,Marijuana in public/possession,Drug/paraphenelia use/possession charge
I,11362(A)H&S,NA,NA,1,Marijuana in public/possession,Drug/paraphenelia use/possession charge
I,11362(A)IHS,NA,NA,1,Marijuana in public/possession,Drug/paraphenelia use/possession charge
M,11362#(A)1,NA,NA,1,Marijuana in public/possession,Drug/paraphenelia use/possession charge
I,113620(2)(A,NA,NA,1,Marijuana in public/possession,Drug/paraphenelia use/possession charge
M,113623.3(A),NA,NA,1,Marijuana in public/possession,Drug/paraphenelia use/possession charge
M,113623(A),NA,NA,1,Marijuana in public/possession,Drug/paraphenelia use/possession charge
I,113623(A)(5,NA,NA,1,Marijuana in public/possession,Drug/paraphenelia use/possession charge
I,113623(A)1H,NA,NA,1,Marijuana in public/possession,Drug/paraphenelia use/possession charge
I,113623A,NA,NA,1,Marijuana in public/possession,Drug/paraphenelia use/possession charge
M,113623A1BP,NA,NA,1,Marijuana in public/possession,Drug/paraphenelia use/possession charge
I,113623AHS,NA,NA,1,Marijuana in public/possession,Drug/paraphenelia use/possession charge
M,113623AHS,NA,NA,1,Marijuana in public/possession,Drug/paraphenelia use/possession charge
M,113624HS,NA,NA,1,Marijuana in public/possession,Drug/paraphenelia use/possession charge
I,11362A2HS,NA,NA,1,Marijuana in public/possession,Drug/paraphenelia use/possession charge
M,11362H&S,NA,NA,1,Marijuana in public/possession,Drug/paraphenelia use/possession charge
M,11377(A)HS,POSSESSION CONTROLLED SUBSTANCE,Narcotic Drug Laws,5959,Possession/use of controlled substance,Drug/paraphenelia use/possession charge
M,11350(A)HS,POSSESSION OF CONTROLLED SUBSTANCE,Narcotic Drug Laws,2126,Possession/use of controlled substance,Drug/paraphenelia use/possession charge
M,11377HS,POSSESSION CONTROLLED SUBSTANCE,Narcotic Drug Laws,2072,Possession/use of controlled substance,Drug/paraphenelia use/possession charge
M,11350HS,POSSESS CONTROLLED SUBSTANCE,NA,1142,Possession/use of controlled substance,Drug/paraphenelia use/possession charge
F,11378HS,POSSESSION CONTROLLED SUBSTANCE FOR SALE,Narcotic Drug Laws,986,Possession/use of controlled substance,Drug/paraphenelia use/possession charge
M,11550(A)HS,UNDER INFLUENCE CNTL SUB,NA,965,Possession/use of controlled substance,Drug/paraphenelia use/possession charge
M,11550HS,USE/UNDER INFLUENCE OF CONTROLLED SUBS,Narcotic Drug Laws,525,Possession/use of controlled substance,Drug/paraphenelia use/possession charge
F,4573PC,BRING/SEND NARC/CONT SUBS/ALCOHOL TO JAIL,Narcotic Drug Laws,404,Possession/use of controlled substance,Drug/paraphenelia use/possession charge
M,11377(A)H&S,NA,NA,187,Possession/use of controlled substance,Drug/paraphenelia use/possession charge
M,11377,NA,NA,179,Possession/use of controlled substance,Drug/paraphenelia use/possession charge
M,11377H&S,NA,NA,159,Possession/use of controlled substance,Drug/paraphenelia use/possession charge
F,11377(A)HS,POSSESSION CONTROLLED SUBSTANCE,NA,142,Possession/use of controlled substance,Drug/paraphenelia use/possession charge
M,381(B)PC,POSSESS/ETC SUBSTANCE SIMILAR TO TOLUENE,Disorderly Conduct,136,Possession/use of controlled substance,Drug/paraphenelia use/possession charge
F,11370.1AHS,POSS C/SUB WHILE ARMED W/LOADED FIREARM,Narcotic Drug Laws,115,Possession/use of controlled substance,Drug/paraphenelia use/possession charge
M,11365HS,VISIT WHERE CONTROLLED SUBSTANCE USED,Narcotic Drug Laws,98,Possession/use of controlled substance,Drug/paraphenelia use/possession charge
F,11350(A)HS,POSSESSION NARCOTIC CONTROLLED SUBSTANCE,NA,92,Possession/use of controlled substance,Drug/paraphenelia use/possession charge
F,4573.5PC,BRING DRUG/DRUG PARAPHERNALIA:JAIL/PRISON,Narcotic Drug Laws,73,Possession/use of controlled substance,Drug/paraphenelia use/possession charge
M,11377AHS,NA,NA,71,Possession/use of controlled substance,Drug/paraphenelia use/possession charge
M,11550 HS,NA,NA,60,Possession/use of controlled substance,Drug/paraphenelia use/possession charge
F,11377HS,POSS CONTROLLED SUBS W/SP PRIOR,NA,56,Possession/use of controlled substance,Drug/paraphenelia use/possession charge
M,11350(A)H&S,NA,NA,51,Possession/use of controlled substance,Drug/paraphenelia use/possession charge
M,11550(A)H&S,NA,NA,51,Possession/use of controlled substance,Drug/paraphenelia use/possession charge
M,11550 A HS,NA,NA,44,Possession/use of controlled substance,Drug/paraphenelia use/possession charge
M,11550H&S,NA,NA,39,Possession/use of controlled substance,Drug/paraphenelia use/possession charge
M,11377 HS,NA,NA,38,Possession/use of controlled substance,Drug/paraphenelia use/possession charge
M,11377 H&S,NA,NA,35,Possession/use of controlled substance,Drug/paraphenelia use/possession charge
F,11370.1HS,FIREARM W/NARCOTICS,Narcotic Drug Laws,30,Possession/use of controlled substance,Drug/paraphenelia use/possession charge
M,11350H&S,NA,NA,28,Possession/use of controlled substance,Drug/paraphenelia use/possession charge
F,11350HS,POSSESS CONTROLLED SUBSTANCE W/SP PRIOR,Narcotic Drug Laws,28,Possession/use of controlled substance,Drug/paraphenelia use/possession charge
M,381BPC,POSSESSION OF NITROUS OXIDE,Disorderly Conduct,28,Possession/use of controlled substance,Drug/paraphenelia use/possession charge
M,4060BP,POS CNTL SUB:W/O PRESCRIP,Narcotic Drug Laws,25,Possession/use of controlled substance,Drug/paraphenelia use/possession charge
O,11350HS,NA,NA,22,Possession/use of controlled substance,Drug/paraphenelia use/possession charge
M,11350AHS,NA,NA,20,Possession/use of controlled substance,Drug/paraphenelia use/possession charge
F,11366.6HS,USE FORTIFIED ROOM/ETC TO SELL CNTL SUB,Narcotic Drug Laws,20,Possession/use of controlled substance,Drug/paraphenelia use/possession charge
F,4573.6PC,POSS NARC/DRUG/ALCOHOL/DRUG PARAPH:JAIL,Narcotic Drug Laws,20,Possession/use of controlled substance,Drug/paraphenelia use/possession charge
F,11366.5AHS,RENT/ETC FOR STORE/SALE/ETC OF CNTL SUBS,Narcotic Drug Laws,19,Possession/use of controlled substance,Drug/paraphenelia use/possession charge
F,4573.8PC,POSS DRUGS/ALCOHOLIC BEV:PRISON/JAIL,Narcotic Drug Laws,18,Possession/use of controlled substance,Drug/paraphenelia use/possession charge
M,11550AH&S,NA,NA,17,Possession/use of controlled substance,Drug/paraphenelia use/possession charge
M,11375(B)2HS,POSS CONTROLLED SUBSTANCE W/O PRESCRPTION,Narcotic Drug Laws,16,Possession/use of controlled substance,Drug/paraphenelia use/possession charge
M,11377(A),NA,NA,16,Possession/use of controlled substance,Drug/paraphenelia use/possession charge
M,11350,NA,NA,15,Possession/use of controlled substance,Drug/paraphenelia use/possession charge
M,11365(A)HS,VISIT WHERE CONTROLLED SUBSTANCE USED,Narcotic Drug Laws,15,Possession/use of controlled substance,Drug/paraphenelia use/possession charge
M,11377A,NA,NA,14,Possession/use of controlled substance,Drug/paraphenelia use/possession charge
M,11550,NA,NA,13,Possession/use of controlled substance,Drug/paraphenelia use/possession charge
M,11550AHS,NA,NA,11,Possession/use of controlled substance,Drug/paraphenelia use/possession charge
M,11365H&S,NA,NA,10,Possession/use of controlled substance,Drug/paraphenelia use/possession charge
F,11378.5HS,POSS PHENCYCLIDINE/DESIGNATD SUB FOR SALE,Narcotic Drug Laws,10,Possession/use of controlled substance,Drug/paraphenelia use/possession charge
M,11550 H&S,NA,NA,10,Possession/use of controlled substance,Drug/paraphenelia use/possession charge
M,11350(A)1HS,POSSESSION OF NARC CONTROLLED SUBSTANCE,Narcotic Drug Laws,9,Possession/use of controlled substance,Drug/paraphenelia use/possession charge
